"participant","modality","ortho_French","inversed_aline","lev_similarity","type","first_modality","list","RT"
16,"A","bonheur",0.37,0.143,"noncognate","V",1,809.473057749164
16,"V","bonheur",0.37,0.143,"noncognate","V",1,1174.64172725109
16,"A","bougie",0.313725490196078,0.167,"noncognate","V",1,1131.28952840566
16,"V","bougie",0.313725490196078,0.167,"noncognate","V",1,1303.74363778041
16,"A","branche",0.5890909,0.857,"cognate","V",1,1151.53993842415
16,"V","branche",0.5890909,0.857,"cognate","V",1,1209.36417938822
16,"A","bruit",0.44,0,"noncognate","V",1,1078.04692152886
16,"V","bruit",0.44,0,"noncognate","V",1,1107.0856227019
16,"A","carnet",0.29375,0,"noncognate","V",1,962.231646516728
16,"V","carnet",0.29375,0,"noncognate","V",1,1324.45913428713
16,"A","cendre",0.364705882352941,0,"noncognate","V",1,1266.92043473766
16,"V","cendre",0.364705882352941,0,"noncognate","V",1,1137.85437942004
16,"A","centaine",0.373333333333333,0.125,"noncognate","V",1,1155.36340456298
16,"V","centaine",0.373333333333333,0.125,"noncognate","V",1,1197.58715726348
16,"A","cerveau",0.259259259259259,0.143,"noncognate","V",1,1397.14231097378
16,"V","cerveau",0.259259259259259,0.143,"noncognate","V",1,1108.09927308293
16,"A","chagrin",0.36078431372549,0.286,"noncognate","V",1,1055.10131910727
16,"V","chagrin",0.36078431372549,0.286,"noncognate","V",1,1291.82605591782
16,"A","chanson",0.389189189189189,0.286,"noncognate","V",1,1095.19493437647
16,"V","chanson",0.389189189189189,0.286,"noncognate","V",1,1348.09351533997
16,"A","chemin",0.335135135135135,0,"noncognate","V",1,1156.59560970021
16,"V","chemin",0.335135135135135,0,"noncognate","V",1,884.623286014696
16,"A","chéri",0.340425531914894,0.143,"noncognate","V",1,1477.42247361798
16,"V","chéri",0.340425531914894,0.143,"noncognate","V",1,1359.39000313821
16,"A","cheville",0.25531914893617,0.25,"noncognate","V",1,1238.47823474711
16,"V","cheville",0.25531914893617,0.25,"noncognate","V",1,1343.41692079447
16,"A","chiffre",0.13125,0,"noncognate","V",1,1406.97579673571
16,"V","chiffre",0.13125,0,"noncognate","V",1,1067.52524621331
16,"A","chômage",0.391208791208791,0.167,"noncognate","V",1,980.619402105756
16,"V","chômage",0.391208791208791,0.167,"noncognate","V",1,1156.98855990608
16,"A","coiffeur",0.365714285714286,0.273,"noncognate","V",1,1043.20414516807
16,"V","coiffeur",0.365714285714286,0.273,"noncognate","V",1,953.235323829356
16,"A","colline",0.381818181818182,0.286,"noncognate","V",1,984.137881233518
16,"V","colline",0.381818181818182,0.286,"noncognate","V",1,1191.83977165196
16,"A","concours",0.452941176470588,0.375,"noncognate","V",1,982.641837529253
16,"V","concours",0.452941176470588,0.375,"noncognate","V",1,1114.67244576116
16,"A","couche",0.0606060606060606,0,"noncognate","V",1,1604.64478246949
16,"V","couche",0.0606060606060606,0,"noncognate","V",1,1458.3787658654
16,"A","couloir",0.434042553191489,0.143,"noncognate","V",1,1606.79549509859
16,"V","couloir",0.434042553191489,0.143,"noncognate","V",1,1172.87212741474
16,"A","crainte",0.227027027027027,0.143,"noncognate","V",1,1056.78273692067
16,"V","crainte",0.227027027027027,0.143,"noncognate","V",1,1101.33770061495
16,"A","criminel",0.8329412,0.875,"cognate","V",1,999.502697607854
16,"V","criminel",0.8329412,0.875,"cognate","V",1,771.982340859638
16,"A","croyance",0.373333333333333,0,"noncognate","V",1,1037.09223773244
16,"V","croyance",0.373333333333333,0,"noncognate","V",1,1207.31621367372
16,"A","danger",0.656,1,"cognate","V",1,1611.33793806293
16,"V","danger",0.656,1,"cognate","V",1,1049.88447491146
16,"A","déchet",0.427906976744186,0.167,"noncognate","V",1,1276.09033929918
16,"V","déchet",0.427906976744186,0.167,"noncognate","V",1,1242.12036486028
16,"A","désastre",0.8512821,0.625,"cognate","V",1,1291.78067766181
16,"V","désastre",0.8512821,0.625,"cognate","V",1,1092.18599627962
16,"A","destin",0.7625,0.857,"cognate","V",1,932.864892425558
16,"V","destin",0.7625,0.857,"cognate","V",1,1001.48700757143
16,"A","douleur",0.306382978723404,0,"noncognate","V",1,1143.11199908035
16,"V","douleur",0.306382978723404,0,"noncognate","V",1,1035.85853141269
16,"A","écart",0.426229508196721,0.125,"noncognate","V",1,1010.05007570914
16,"V","écart",0.426229508196721,0.125,"noncognate","V",1,1500.88756431922
16,"A","écriture",0.507462686567164,0.375,"noncognate","V",1,751.747865296955
16,"V","écriture",0.507462686567164,0.375,"noncognate","V",1,1088.5533004554
16,"A","église",0.354545454545454,0,"noncognate","V",1,1243.591825489
16,"V","église",0.354545454545454,0,"noncognate","V",1,1158.74936471798
16,"A","élection",0.7641791,0.875,"cognate","V",1,1070.67291937156
16,"V","élection",0.7641791,0.875,"cognate","V",1,1128.15039084135
16,"A","endroit",0.288,0,"noncognate","V",1,1078.71939170267
16,"V","endroit",0.288,0,"noncognate","V",1,1056.65388644354
16,"A","enfance",0.29375,0,"noncognate","V",1,994.841620289181
16,"V","enfance",0.29375,0,"noncognate","V",1,1343.49436048141
16,"A","enfer",0.227027027027027,0,"noncognate","V",1,974.660373810857
16,"V","enfer",0.227027027027027,0,"noncognate","V",1,992.987034774751
16,"A","ennemi",1,0.667,"cognate","V",1,895.418136473404
16,"V","ennemi",1,0.667,"cognate","V",1,1187.05243073235
16,"A","escalier",0.613333333333333,0.375,"noncognate","V",1,1293.9955811653
16,"V","escalier",0.613333333333333,0.375,"noncognate","V",1,1665.06316107177
16,"A","espoir",0.376,0.167,"noncognate","V",1,1163.58444834925
16,"V","espoir",0.376,0.167,"noncognate","V",1,1407.97556529791
16,"A","étoile",0.49,0.167,"noncognate","V",1,1135.7823651701
16,"V","étoile",0.49,0.167,"noncognate","V",1,1308.19925057872
16,"A","exercice",0.7238095,0.875,"cognate","V",1,1219.85417230143
16,"V","exercice",0.7238095,0.875,"cognate","V",1,824.369262122606
16,"A","farine",0.48,0.167,"noncognate","V",1,871.317876044031
16,"V","farine",0.48,0.167,"noncognate","V",1,1076.79419943365
16,"A","fenêtre",0.466666666666667,0.143,"noncognate","V",1,1213.04125327653
16,"V","fenêtre",0.466666666666667,0.143,"noncognate","V",1,1010.01250630448
16,"A","flèche",0.25,0,"noncognate","V",1,1100.69267407269
16,"V","flèche",0.25,0,"noncognate","V",1,1149.83999618752
16,"A","fleur",0.6808511,0.5,"cognate","V",1,764.904868643002
16,"V","fleur",0.6808511,0.5,"cognate","V",1,1363.41741814325
16,"A","force",0.8195122,1,"cognate","V",1,1115.74423961863
16,"V","force",0.8195122,1,"cognate","V",1,1392.33543748444
16,"A","frein",0.254545454545455,0.2,"noncognate","V",1,918.420633818316
16,"V","frein",0.254545454545455,0.2,"noncognate","V",1,865.749648025497
16,"A","fuite",0.475675675675676,0,"noncognate","V",1,1134.99323195499
16,"V","fuite",0.475675675675676,0,"noncognate","V",1,1590.27910899985
16,"A","garage",0.762963,1,"cognate","V",1,1198.02689962413
16,"V","garage",0.762963,1,"cognate","V",1,1276.26423029387
16,"A","gauche",0.31219512195122,0,"noncognate","V",1,1049.75175136219
16,"V","gauche",0.31219512195122,0,"noncognate","V",1,978.151252497191
16,"A","génie",0.768,0.5,"cognate","V",1,1175.41673010832
16,"V","génie",0.768,0.5,"cognate","V",1,1214.41228831056
16,"A","honneur",0.569697,0.714,"cognate","V",1,788.114921931998
16,"V","honneur",0.569697,0.714,"cognate","V",1,1108.85920502053
16,"A","hôpital",0.7042254,0.75,"cognate","V",1,799.787331171041
16,"V","hôpital",0.7042254,0.75,"cognate","V",1,1021.93895634687
16,"A","horloge",0.501960784313725,0.286,"noncognate","V",1,1093.08755572666
16,"V","horloge",0.501960784313725,0.286,"noncognate","V",1,1215.72133972613
16,"A","huître",0.530232558139535,0.167,"noncognate","V",1,1267.75867914182
16,"V","huître",0.530232558139535,0.167,"noncognate","V",1,1135.81253046271
16,"A","image",0.92,1,"cognate","V",1,945.597937597293
16,"V","image",0.92,1,"cognate","V",1,978.833617939769
16,"A","immeuble",0.459016393442623,0,"noncognate","V",1,965.76608215081
16,"V","immeuble",0.459016393442623,0,"noncognate","V",1,998.747432621239
16,"A","incident",0.5373134,1,"cognate","V",1,754.460296804077
16,"V","incident",0.5373134,1,"cognate","V",1,934.18127549258
16,"A","insecte",0.8,0.857,"cognate","V",1,1003.77887494598
16,"V","insecte",0.8,0.857,"cognate","V",1,963.741811925006
16,"A","jambe",0.352941176470588,0,"noncognate","V",1,772.431913395568
16,"V","jambe",0.352941176470588,0,"noncognate","V",1,993.470264029289
16,"A","jardin",0.572549,0.667,"cognate","V",1,1255.55954566588
16,"V","jardin",0.572549,0.667,"cognate","V",1,1249.60898908833
16,"A","jeunesse",0.49,0.125,"noncognate","V",1,1084.2026660044
16,"V","jeunesse",0.49,0.125,"noncognate","V",1,1598.7882966358
16,"A","journée",0.4,0,"noncognate","V",1,1006.05814760911
16,"V","journée",0.4,0,"noncognate","V",1,1200.53375435831
16,"A","juge",0.8823529,0.8,"cognate","V",1,1035.47003843454
16,"V","juge",0.8823529,0.8,"cognate","V",1,915.656628459011
16,"A","jumeau",0.5,0,"noncognate","V",1,1287.30994761373
16,"V","jumeau",0.5,0,"noncognate","V",1,1258.59062098664
16,"A","jungle",0.7636364,1,"cognate","V",1,984.823111545833
16,"V","jungle",0.7636364,1,"cognate","V",1,1002.84624303451
16,"A","légume",0.441176470588235,0.222,"noncognate","V",1,839.98598033858
16,"V","légume",0.441176470588235,0.222,"noncognate","V",1,1029.60034600526
16,"A","lessive",0.456,0.286,"noncognate","V",1,1280.86454219604
16,"V","lessive",0.456,0.286,"noncognate","V",1,1045.591139518
16,"A","lion",0.5,1,"cognate","V",1,1013.88571460155
16,"V","lion",0.5,1,"cognate","V",1,627.996748238796
16,"A","logement",0.48,0.25,"noncognate","V",1,1207.19398241144
16,"V","logement",0.48,0.25,"noncognate","V",1,895.884796728122
16,"A","lumière",0.48,0.286,"noncognate","V",1,1116.96207418714
16,"V","lumière",0.48,0.286,"noncognate","V",1,1427.12336523523
16,"A","lune",0.517647058823529,0,"noncognate","V",1,890.761083924981
16,"V","lune",0.517647058823529,0,"noncognate","V",1,1467.40255864772
16,"A","maladie",0.512280701754386,0.143,"noncognate","V",1,1073.06942229692
16,"V","maladie",0.512280701754386,0.143,"noncognate","V",1,1735.14174645614
16,"A","manche",0.302439024390244,0.167,"noncognate","V",1,1104.97597062372
16,"V","manche",0.302439024390244,0.167,"noncognate","V",1,1341.82772464111
16,"A","manque",0.435294117647059,0.167,"noncognate","V",1,1143.6943836538
16,"V","manque",0.435294117647059,0.167,"noncognate","V",1,1232.34285467768
16,"A","mariage",0.7157895,0.875,"cognate","V",1,1141.44874935022
16,"V","mariage",0.7157895,0.875,"cognate","V",1,1074.63683594364
16,"A","marteau",0.4,0.286,"noncognate","V",1,935.519939786483
16,"V","marteau",0.4,0.286,"noncognate","V",1,1257.10186643768
16,"A","métier",0.393939393939394,0.2,"noncognate","V",1,885.086103644843
16,"V","métier",0.393939393939394,0.2,"noncognate","V",1,1075.09909719948
16,"A","meurtre",0.517647058823529,0.429,"noncognate","V",1,1060.24893724121
16,"V","meurtre",0.517647058823529,0.429,"noncognate","V",1,1086.60117172751
16,"A","miel",0.46,0.2,"noncognate","V",1,1259.82911806775
16,"V","miel",0.46,0.2,"noncognate","V",1,811.650848513587
16,"A","minuit",0.68,0.5,"cognate","V",1,911.253907570522
16,"V","minuit",0.68,0.5,"cognate","V",1,1148.44517316996
16,"A","moitié",0.325581395348837,0,"noncognate","V",1,1092.45586525424
16,"V","moitié",0.325581395348837,0,"noncognate","V",1,1146.95106258794
16,"A","montre",0.227027027027027,0.167,"noncognate","V",1,1030.84775843571
16,"V","montre",0.227027027027027,0.167,"noncognate","V",1,885.171036776864
16,"A","morceau",0.463636363636364,0.286,"noncognate","V",1,1118.36268800935
16,"V","morceau",0.463636363636364,0.286,"noncognate","V",1,1176.08280077907
16,"A","mouton",0.356756756756757,0,"noncognate","V",1,1123.72309374693
16,"V","mouton",0.356756756756757,0,"noncognate","V",1,1008.8913661435
16,"A","muscle",0.8,1,"cognate","V",1,1210.58054271565
16,"V","muscle",0.8,1,"cognate","V",1,818.252030999083
16,"A","niveau",0.427272727272727,0.333,"noncognate","V",1,1264.56792323681
16,"V","niveau",0.427272727272727,0.333,"noncognate","V",1,1221.01365552575
16,"A","nuage",0.348936170212766,0,"noncognate","V",1,1263.8157826155
16,"V","nuage",0.348936170212766,0,"noncognate","V",1,1018.17856394161
16,"A","oeuvre",0.28,0.167,"noncognate","V",1,1453.51779247074
16,"V","oeuvre",0.28,0.167,"noncognate","V",1,1195.66464485606
16,"A","oignon",0.4333333,0.5,"cognate","V",1,983.416034575891
16,"V","oignon",0.4333333,0.5,"cognate","V",1,1251.36491529284
16,"A","onde",0.323076923076923,0.25,"noncognate","V",1,1110.6875375462
16,"V","onde",0.323076923076923,0.25,"noncognate","V",1,1100.90477836147
16,"A","opinion",0.7254237,1,"cognate","V",1,951.000740046413
16,"V","opinion",0.7254237,1,"cognate","V",1,1054.86551615241
16,"A","orgueil",0.256,0.286,"noncognate","V",1,1153.18545372179
16,"V","orgueil",0.256,0.286,"noncognate","V",1,995.673576020844
16,"A","panier",0.428070175438596,0.333,"noncognate","V",1,950.416608309611
16,"V","panier",0.428070175438596,0.333,"noncognate","V",1,1053.50782260817
16,"A","papillon",0.521212121212121,0,"noncognate","V",1,1024.08891519261
16,"V","papillon",0.521212121212121,0,"noncognate","V",1,998.374178788551
16,"A","patron",0.590909090909091,0,"noncognate","V",1,1114.2538846275
16,"V","patron",0.590909090909091,0,"noncognate","V",1,1236.42721486178
16,"A","paysage",0.324324324324324,0.444,"noncognate","V",1,1106.63866964936
16,"V","paysage",0.324324324324324,0.444,"noncognate","V",1,1203.42503329754
16,"A","paysan",0.6296296,0.571,"cognate","V",1,938.086296310343
16,"V","paysan",0.6296296,0.571,"cognate","V",1,964.198804692606
16,"A","perle",0.7902439,0.6,"cognate","V",1,1132.9124761442
16,"V","perle",0.7902439,0.6,"cognate","V",1,1040.80493327349
16,"A","pigeon",0.7234043,1,"cognate","V",1,1370.40296223107
16,"V","pigeon",0.7234043,1,"cognate","V",1,1258.26442315028
16,"A","plante",0.7927273,0.833,"cognate","V",1,1017.64752340325
16,"V","plante",0.7927273,0.833,"cognate","V",1,878.681861777487
16,"A","poisson",0.61,0.286,"noncognate","V",1,1325.48381517737
16,"V","poisson",0.61,0.286,"noncognate","V",1,909.158048786445
16,"A","poitrine",0.426229508196721,0,"noncognate","V",1,1166.82089359235
16,"V","poitrine",0.426229508196721,0,"noncognate","V",1,1010.86690457828
16,"A","poubelle",0.445454545454545,0.125,"noncognate","V",1,1034.68860752146
16,"V","poubelle",0.445454545454545,0.125,"noncognate","V",1,1057.62808613964
16,"A","poupée",0.313513513513514,0.167,"noncognate","V",1,1272.40613249637
16,"V","poupée",0.313513513513514,0.167,"noncognate","V",1,907.205723297322
16,"A","prison",0.6344828,1,"cognate","V",1,1328.25431423
16,"V","prison",0.6344828,1,"cognate","V",1,1118.08535367217
16,"A","produit",0.5183099,0.857,"cognate","V",1,1097.58666558193
16,"V","produit",0.5183099,0.857,"cognate","V",1,864.599223117589
16,"A","qualité",0.9015873,0.857,"cognate","V",1,1011.18915261103
16,"V","qualité",0.9015873,0.857,"cognate","V",1,1460.8289948452
16,"A","regard",0.362962962962963,0,"noncognate","V",1,860.574042234789
16,"V","regard",0.362962962962963,0,"noncognate","V",1,1503.98928109234
16,"A","réseau",0.352,0,"noncognate","V",1,1008.41679953267
16,"V","réseau",0.352,0,"noncognate","V",1,1691.63528924774
16,"A","rideau",0.445454545454545,0.143,"noncognate","V",1,1112.68133844404
16,"V","rideau",0.445454545454545,0.143,"noncognate","V",1,945.925647224403
16,"A","rumeur",0.493617,0.833,"cognate","V",1,1230.1780423962
16,"V","rumeur",0.493617,0.833,"cognate","V",1,1065.17435683523
16,"A","saucisse",0.8222222,0.5,"cognate","V",1,720.039983234036
16,"V","saucisse",0.8222222,0.5,"cognate","V",1,1182.02393150082
16,"A","séjour",0.468085106382979,0.167,"noncognate","V",1,897.442010321446
16,"V","séjour",0.468085106382979,0.167,"noncognate","V",1,1213.99573693581
16,"A","siècle",0.5125,0,"noncognate","V",1,946.164841659199
16,"V","siècle",0.5125,0,"noncognate","V",1,988.818423830989
16,"A","soeur",0.518181818181818,0.333,"noncognate","V",1,1110.10219575964
16,"V","soeur",0.518181818181818,0.333,"noncognate","V",1,1109.56086696138
16,"A","soin",0.183606557377049,0.111,"noncognate","V",1,891.731292481765
16,"V","soin",0.183606557377049,0.111,"noncognate","V",1,1134.58631724064
16,"A","soldat",0.8280702,0.571,"cognate","V",1,755.815269843825
16,"V","soldat",0.8280702,0.571,"cognate","V",1,967.009151930308
16,"A","soleil",0.47,0.167,"noncognate","V",1,996.258096165889
16,"V","soleil",0.47,0.167,"noncognate","V",1,1223.91187325976
16,"A","sourire",0.422222222222222,0.429,"noncognate","V",1,1000.50218546028
16,"V","sourire",0.422222222222222,0.429,"noncognate","V",1,1578.88160149166
16,"A","survie",0.6,0.625,"cognate","V",1,1422.01414164623
16,"V","survie",0.6,0.625,"cognate","V",1,1076.12346785345
16,"A","témoin",0.49811320754717,0,"noncognate","V",1,1175.84367903471
16,"V","témoin",0.49811320754717,0,"noncognate","V",1,1161.98609179216
16,"A","tiroir",0.408,0.167,"noncognate","V",1,927.85857472018
16,"V","tiroir",0.408,0.167,"noncognate","V",1,927.14889469606
16,"A","trésor",0.6229508,0.5,"cognate","V",1,1163.13499335519
16,"V","trésor",0.6229508,0.5,"cognate","V",1,1157.17325145248
16,"A","viande",0.508108108108108,0.167,"noncognate","V",1,1258.27566747095
16,"V","viande",0.508108108108108,0.167,"noncognate","V",1,1147.74324415566
16,"A","victime",1,0.857,"cognate","V",1,936.483472326523
16,"V","victime",1,0.857,"cognate","V",1,1327.49966610817
16,"A","victoire",0.7513514,0.75,"cognate","V",1,1259.43914456864
16,"V","victoire",0.7513514,0.75,"cognate","V",1,1242.31899466443
17,"A","abeille",0.769230769230769,0.429,"noncognate","V",2,707.760181188475
17,"V","abeille",0.769230769230769,0.429,"noncognate","V",2,950.594989379792
17,"A","acteur",0.7659574,0.667,"cognate","V",2,519.872587704973
17,"V","acteur",0.7659574,0.667,"cognate","V",2,721.692657402755
17,"A","adresse",0.7703704,0.714,"cognate","V",2,860.583989087355
17,"V","adresse",0.7703704,0.714,"cognate","V",2,597.606633485848
17,"A","aéroport",0.5428571,0.75,"cognate","V",2,685.782201240024
17,"V","aéroport",0.5428571,0.75,"cognate","V",2,610.029304198967
17,"A","ancêtre",0.54375,0.5,"cognate","V",2,727.998640789473
17,"V","ancêtre",0.54375,0.5,"cognate","V",2,589.67679460317
17,"A","anneau",0.426666666666667,0.167,"noncognate","V",2,891.168532806321
17,"V","anneau",0.426666666666667,0.167,"noncognate","V",2,687.068947575613
17,"A","arbre",0.253658536585366,0.4,"noncognate","V",2,683.517850933441
17,"V","arbre",0.253658536585366,0.4,"noncognate","V",2,515.438025607186
17,"A","assiette",0.592,0.25,"noncognate","V",2,560.888695671255
17,"V","assiette",0.592,0.25,"noncognate","V",2,872.103524970985
17,"A","attaque",0.95,0.571,"cognate","V",2,791.871508224711
17,"V","attaque",0.95,0.571,"cognate","V",2,772.072744674507
17,"A","avance",0.637037,0.857,"cognate","V",2,925.123205224324
17,"V","avance",0.637037,0.857,"cognate","V",2,719.669865388478
17,"A","avenir",0.407547169811321,0,"noncognate","V",2,708.116170854472
17,"V","avenir",0.407547169811321,0,"noncognate","V",2,702.429523561606
17,"A","balcon",0.73125,0.857,"cognate","V",2,1048.4839766873
17,"V","balcon",0.73125,0.857,"cognate","V",2,456.831739399853
17,"A","banlieue",0.336,0,"noncognate","V",2,675.239190447283
17,"V","banlieue",0.336,0,"noncognate","V",2,854.680232923905
17,"A","bateau",0.82,0.333,"noncognate","V",2,524.421668264895
17,"V","bateau",0.82,0.333,"noncognate","V",2,676.298820970666
17,"A","biscuit",0.84375,1,"cognate","V",2,828.903381601384
17,"V","biscuit",0.84375,1,"cognate","V",2,614.206483183687
17,"A","blague",0.472727272727273,0.167,"noncognate","V",2,769.451699461063
17,"V","blague",0.472727272727273,0.167,"noncognate","V",2,763.983015145183
17,"A","blessure",0.34375,0.25,"noncognate","V",2,956.605047269456
17,"V","blessure",0.34375,0.25,"noncognate","V",2,502.554419414776
17,"A","bonbon",0.28,0,"noncognate","V",2,451.22274715479
17,"V","bonbon",0.28,0,"noncognate","V",2,460.922721338085
17,"A","bonheur",0.37,0.143,"noncognate","V",2,646.927667323071
17,"V","bonheur",0.37,0.143,"noncognate","V",2,830.86880421804
17,"A","bougie",0.313725490196078,0.167,"noncognate","V",2,859.540177183113
17,"V","bougie",0.313725490196078,0.167,"noncognate","V",2,553.513083029976
17,"A","branche",0.5890909,0.857,"cognate","V",2,504.522335381969
17,"V","branche",0.5890909,0.857,"cognate","V",2,1153.35756284117
17,"A","bruit",0.44,0,"noncognate","V",2,998.029353403574
17,"V","bruit",0.44,0,"noncognate","V",2,804.17292612975
17,"A","carnet",0.29375,0,"noncognate","V",2,1121.91205741428
17,"V","carnet",0.29375,0,"noncognate","V",2,616.375756868113
17,"A","cendre",0.364705882352941,0,"noncognate","V",2,531.359464167064
17,"V","cendre",0.364705882352941,0,"noncognate","V",2,684.304494091043
17,"A","centaine",0.373333333333333,0.125,"noncognate","V",2,654.750343769203
17,"V","centaine",0.373333333333333,0.125,"noncognate","V",2,761.961577676724
17,"A","cerveau",0.259259259259259,0.143,"noncognate","V",2,492.509075586361
17,"V","cerveau",0.259259259259259,0.143,"noncognate","V",2,865.73746745315
17,"A","chagrin",0.36078431372549,0.286,"noncognate","V",2,759.434488799034
17,"V","chagrin",0.36078431372549,0.286,"noncognate","V",2,631.953608118664
17,"A","chanson",0.389189189189189,0.286,"noncognate","V",2,865.778592910308
17,"V","chanson",0.389189189189189,0.286,"noncognate","V",2,736.538691108219
17,"A","chemin",0.335135135135135,0,"noncognate","V",2,565.885792903515
17,"V","chemin",0.335135135135135,0,"noncognate","V",2,572.106083341857
17,"A","chéri",0.340425531914894,0.143,"noncognate","V",2,655.955115373019
17,"V","chéri",0.340425531914894,0.143,"noncognate","V",2,987.900062527995
17,"A","cheville",0.25531914893617,0.25,"noncognate","V",2,1344.39933561062
17,"V","cheville",0.25531914893617,0.25,"noncognate","V",2,928.390045710787
17,"A","chiffre",0.13125,0,"noncognate","V",2,851.705075503709
17,"V","chiffre",0.13125,0,"noncognate","V",2,1050.53435820277
17,"A","chômage",0.391208791208791,0.167,"noncognate","V",2,450.235298546953
17,"V","chômage",0.391208791208791,0.167,"noncognate","V",2,700.841952345049
17,"A","coiffeur",0.365714285714286,0.273,"noncognate","V",2,829.905361600462
17,"V","coiffeur",0.365714285714286,0.273,"noncognate","V",2,488.792870728195
17,"A","colline",0.381818181818182,0.286,"noncognate","V",2,800.017586870975
17,"V","colline",0.381818181818182,0.286,"noncognate","V",2,557.227782801956
17,"A","concours",0.452941176470588,0.375,"noncognate","V",2,751.680292955081
17,"V","concours",0.452941176470588,0.375,"noncognate","V",2,1071.08768723787
17,"A","couche",0.0606060606060606,0,"noncognate","V",2,1034.11453777175
17,"V","couche",0.0606060606060606,0,"noncognate","V",2,790.929735810632
17,"A","couloir",0.434042553191489,0.143,"noncognate","V",2,560.952546206756
17,"V","couloir",0.434042553191489,0.143,"noncognate","V",2,810.504395977195
17,"A","crainte",0.227027027027027,0.143,"noncognate","V",2,655.597165578452
17,"V","crainte",0.227027027027027,0.143,"noncognate","V",2,658.099411544761
17,"A","criminel",0.8329412,0.875,"cognate","V",2,639.089786754337
17,"V","criminel",0.8329412,0.875,"cognate","V",2,588.348434167167
17,"A","croyance",0.373333333333333,0,"noncognate","V",2,753.476734374926
17,"V","croyance",0.373333333333333,0,"noncognate","V",2,670.667190349701
17,"A","danger",0.656,1,"cognate","V",2,1036.35953952842
17,"V","danger",0.656,1,"cognate","V",2,528.104001429201
17,"A","déchet",0.427906976744186,0.167,"noncognate","V",2,539.697455460251
17,"V","déchet",0.427906976744186,0.167,"noncognate","V",2,917.531286186239
17,"A","désastre",0.8512821,0.625,"cognate","V",2,816.819855276745
17,"V","désastre",0.8512821,0.625,"cognate","V",2,763.241637946804
17,"A","destin",0.7625,0.857,"cognate","V",2,601.721678623169
17,"V","destin",0.7625,0.857,"cognate","V",2,582.685991891118
17,"A","douleur",0.306382978723404,0,"noncognate","V",2,601.484241150745
17,"V","douleur",0.306382978723404,0,"noncognate","V",2,1010.386056279
17,"A","écart",0.426229508196721,0.125,"noncognate","V",2,522.466979662014
17,"V","écart",0.426229508196721,0.125,"noncognate","V",2,920.907739309065
17,"A","écriture",0.507462686567164,0.375,"noncognate","V",2,791.484146387345
17,"V","écriture",0.507462686567164,0.375,"noncognate","V",2,563.766935203932
17,"A","église",0.354545454545454,0,"noncognate","V",2,523.654706326494
17,"V","église",0.354545454545454,0,"noncognate","V",2,707.439471233491
17,"A","élection",0.7641791,0.875,"cognate","V",2,1176.91314634555
17,"V","élection",0.7641791,0.875,"cognate","V",2,534.352625820212
17,"A","endroit",0.288,0,"noncognate","V",2,469.906793087913
17,"V","endroit",0.288,0,"noncognate","V",2,718.237222796524
17,"A","enfance",0.29375,0,"noncognate","V",2,678.214376224346
17,"V","enfance",0.29375,0,"noncognate","V",2,575.442519000447
17,"A","enfer",0.227027027027027,0,"noncognate","V",2,671.73123632211
17,"V","enfer",0.227027027027027,0,"noncognate","V",2,633.30384982055
17,"A","ennemi",1,0.667,"cognate","V",2,571.687542016208
17,"V","ennemi",1,0.667,"cognate","V",2,932.680511161533
17,"A","escalier",0.613333333333333,0.375,"noncognate","V",2,548.202403153236
17,"V","escalier",0.613333333333333,0.375,"noncognate","V",2,486.334207798137
17,"A","espoir",0.376,0.167,"noncognate","V",2,684.105508159964
17,"V","espoir",0.376,0.167,"noncognate","V",2,922.02095769155
17,"A","étoile",0.49,0.167,"noncognate","V",2,823.759193482952
17,"V","étoile",0.49,0.167,"noncognate","V",2,864.301410668143
17,"A","exercice",0.7238095,0.875,"cognate","V",2,741.99421209199
17,"V","exercice",0.7238095,0.875,"cognate","V",2,589.584555677158
17,"A","farine",0.48,0.167,"noncognate","V",2,690.520723272762
17,"V","farine",0.48,0.167,"noncognate","V",2,621.468487332531
17,"A","fenêtre",0.466666666666667,0.143,"noncognate","V",2,1085.67158013937
17,"V","fenêtre",0.466666666666667,0.143,"noncognate","V",2,556.210161943666
17,"A","flèche",0.25,0,"noncognate","V",2,696.098410911301
17,"V","flèche",0.25,0,"noncognate","V",2,878.189070644102
17,"A","fleur",0.6808511,0.5,"cognate","V",2,800.462347568593
17,"V","fleur",0.6808511,0.5,"cognate","V",2,608.883749612377
17,"A","force",0.8195122,1,"cognate","V",2,734.265406283914
17,"V","force",0.8195122,1,"cognate","V",2,735.15429484728
17,"A","frein",0.254545454545455,0.2,"noncognate","V",2,859.129071215988
17,"V","frein",0.254545454545455,0.2,"noncognate","V",2,661.869841867037
17,"A","fuite",0.475675675675676,0,"noncognate","V",2,509.809423589467
17,"V","fuite",0.475675675675676,0,"noncognate","V",2,902.772637860818
17,"A","garage",0.762963,1,"cognate","V",2,509.217236498581
17,"V","garage",0.762963,1,"cognate","V",2,702.662978889387
17,"A","gauche",0.31219512195122,0,"noncognate","V",2,849.901275081381
17,"V","gauche",0.31219512195122,0,"noncognate","V",2,835.844805635211
17,"A","génie",0.768,0.5,"cognate","V",2,692.463143243327
17,"V","génie",0.768,0.5,"cognate","V",2,798.594020420578
17,"A","honneur",0.569697,0.714,"cognate","V",2,673.055283591661
17,"V","honneur",0.569697,0.714,"cognate","V",2,708.789449568456
