"ppt_id","group_c","test_c","triplet_id","pair_type_c","acc","RT_acc"
"11631065",0.5,-0.5,24,-0.5,1,2891.09999985696
"11631064",0.5,-0.5,4,0.5,1,3485.9
"11631064",0.5,-0.5,26,-0.5,1,1027.40000001192
"11631064",0.5,-0.5,20,-0.5,1,892.39999996424
"11631064",0.5,-0.5,3,0.5,1,1004.79999997615
"11631064",0.5,-0.5,19,-0.5,1,934.299999999988
"11631064",0.5,-0.5,6,0.5,1,886.800000000003
"11631064",0.5,-0.5,21,-0.5,1,790.199999976161
"11631064",0.5,-0.5,22,-0.5,1,1050.09999996424
"11631064",0.5,-0.5,5,0.5,1,1011.19999998808
"11631064",0.5,-0.5,25,-0.5,1,958.599999988073
"11631064",0.5,-0.5,24,-0.5,1,843.199999976161
"11631064",0.5,-0.5,9,0.5,1,829.199999964243
"11631064",0.5,-0.5,7,0.5,1,973.700000011915
"11631064",0.5,-0.5,1,0.5,1,731.400000011927
"11631064",0.5,-0.5,8,0.5,1,945.899999976158
"11631064",0.5,-0.5,23,-0.5,1,1359.39999998808
"11631064",0.5,-0.5,27,-0.5,1,860.500000011918
"11631064",0.5,-0.5,2,0.5,1,1134.10000001192
"11631050",0.5,-0.5,1,0.5,1,1346.50000009537
"11631050",0.5,-0.5,23,-0.5,1,2983.89999995231
"11631050",0.5,-0.5,7,0.5,1,1207.00000004769
"11631050",0.5,-0.5,26,-0.5,1,1849.90000009537
"11631050",0.5,-0.5,27,-0.5,1,1699.29999995232
"11631050",0.5,-0.5,20,-0.5,1,2954.80000014305
"11631050",0.5,-0.5,24,-0.5,1,1195.70000004768
"11631050",0.5,-0.5,22,-0.5,1,1283.00000009537
"11631050",0.5,-0.5,21,-0.5,1,2908.30000004768
"11631050",0.5,-0.5,19,-0.5,1,2610.60000009536
"11631050",0.5,-0.5,5,0.5,1,2159.89999999999
"11631050",0.5,-0.5,25,-0.5,1,2049.70000004768
"11631050",0.5,-0.5,4,0.5,1,1447.69999995231
"11631050",0.5,-0.5,2,0.5,1,1355.79999995232
"11631050",0.5,-0.5,9,0.5,1,1438.59999995232
"11631050",0.5,-0.5,3,0.5,1,1466.19999995231
"11631050",0.5,-0.5,6,0.5,1,1956.30000009536
"11631050",0.5,-0.5,8,0.5,1,1339.00000009537
"11628182",0.5,-0.5,1,0.5,1,1520.30000009537
"11628182",0.5,-0.5,24,-0.5,1,1698.4
"11628182",0.5,-0.5,27,-0.5,1,1835.8
"11628182",0.5,-0.5,7,0.5,1,1057.4
"11628182",0.5,-0.5,6,0.5,0,NA
"11628182",0.5,-0.5,8,0.5,0,NA
"11628182",0.5,-0.5,19,-0.5,1,4326.8000002861
"11628182",0.5,-0.5,2,0.5,0,NA
"11628182",0.5,-0.5,4,0.5,0,NA
"11628182",0.5,-0.5,5,0.5,1,1377.40000009537
"11628182",0.5,-0.5,22,-0.5,1,2343.00000028611
"11628182",0.5,-0.5,20,-0.5,0,NA
"11628182",0.5,-0.5,23,-0.5,0,NA
"11628182",0.5,-0.5,21,-0.5,0,NA
"11628182",0.5,-0.5,25,-0.5,1,1232.29999999999
"11628182",0.5,-0.5,3,0.5,1,2105.10000038147
"11628182",0.5,-0.5,26,-0.5,1,1513.9000002861
"11628182",0.5,-0.5,9,0.5,1,1280.10000019074
"11628147",0.5,-0.5,1,0.5,1,1198.59999999851
"11628147",0.5,-0.5,20,-0.5,0,NA
"11628147",0.5,-0.5,23,-0.5,0,NA
"11628147",0.5,-0.5,19,-0.5,1,1210.49999999852
"11628147",0.5,-0.5,5,0.5,0,NA
"11628147",0.5,-0.5,7,0.5,1,1356.69999999777
"11628147",0.5,-0.5,27,-0.5,1,1612.49999999852
"11628147",0.5,-0.5,9,0.5,0,NA
"11628147",0.5,-0.5,21,-0.5,0,NA
"11628147",0.5,-0.5,24,-0.5,0,NA
"11628147",0.5,-0.5,25,-0.5,0,NA
"11628147",0.5,-0.5,22,-0.5,0,NA
"11628147",0.5,-0.5,3,0.5,0,NA
"11628147",0.5,-0.5,26,-0.5,0,NA
"11628147",0.5,-0.5,4,0.5,0,NA
"11628147",0.5,-0.5,6,0.5,0,NA
"11628147",0.5,-0.5,8,0.5,1,1156.2
"11628147",0.5,-0.5,2,0.5,1,1379.89999999703
"11628121",0.5,-0.5,26,-0.5,1,2219.99999999999
"11628121",0.5,-0.5,4,0.5,1,2272.59999999106
"11628121",0.5,-0.5,1,0.5,1,1342.59999999702
"11628121",0.5,-0.5,22,-0.5,0,NA
"11628121",0.5,-0.5,6,0.5,1,1012.30000000298
"11628121",0.5,-0.5,7,0.5,1,787.599999997023
"11628121",0.5,-0.5,23,-0.5,1,1360.49999999403
"11628121",0.5,-0.5,20,-0.5,1,1222.90000000298
"11628121",0.5,-0.5,9,0.5,1,1023.3
"11628121",0.5,-0.5,3,0.5,1,743.59999999404
"11628121",0.5,-0.5,21,-0.5,0,NA
"11628121",0.5,-0.5,5,0.5,1,1035.39999999404
"11628121",0.5,-0.5,25,-0.5,0,NA
"11628121",0.5,-0.5,19,-0.5,1,1689.10000000297
"11628121",0.5,-0.5,8,0.5,1,1034.69999999405
"11628121",0.5,-0.5,24,-0.5,1,1408.19999999701
"11628121",0.5,-0.5,2,0.5,1,1163.2
"11628121",0.5,-0.5,27,-0.5,1,1796.5
"11628116",0.5,-0.5,6,0.5,1,1046.59999999851
"11628116",0.5,-0.5,7,0.5,1,866.500000000004
"11628116",0.5,-0.5,24,-0.5,1,1398.19999999963
"11628116",0.5,-0.5,5,0.5,1,812
"11628116",0.5,-0.5,9,0.5,1,1265.3
"11628116",0.5,-0.5,26,-0.5,1,1692.39999999888
"11628116",0.5,-0.5,1,0.5,1,1774.49999999851
"11628116",0.5,-0.5,8,0.5,1,1516.99999999888
"11628116",0.5,-0.5,3,0.5,1,861.800000000003
"11628116",0.5,-0.5,23,-0.5,1,2208.99999999851
"11628116",0.5,-0.5,19,-0.5,1,1230.29999999851
"11628116",0.5,-0.5,22,-0.5,1,1557.99999999851
"11628116",0.5,-0.5,2,0.5,1,1474.4
"11628116",0.5,-0.5,25,-0.5,0,NA
"11628116",0.5,-0.5,4,0.5,1,1152.09999999889
"11628116",0.5,-0.5,20,-0.5,1,1247.39999999889
"11628116",0.5,-0.5,27,-0.5,1,1859.49999999852
"11628116",0.5,-0.5,21,-0.5,0,NA
"11623528",0.5,-0.5,9,0.5,1,1897.2
"11623528",0.5,-0.5,26,-0.5,0,NA
"11623528",0.5,-0.5,4,0.5,0,NA
"11623528",0.5,-0.5,8,0.5,1,1076.29999997616
"11623528",0.5,-0.5,21,-0.5,1,2599.7
"11623528",0.5,-0.5,27,-0.5,0,NA
"11623528",0.5,-0.5,25,-0.5,1,2775.99999997616
"11623528",0.5,-0.5,7,0.5,1,1394.49999998808
"11623528",0.5,-0.5,24,-0.5,1,3090.69999998212
"11623528",0.5,-0.5,20,-0.5,1,1348.49999999404
"11623528",0.5,-0.5,22,-0.5,1,1640.39999998808
"11623528",0.5,-0.5,5,0.5,1,803.099999988081
"11623528",0.5,-0.5,6,0.5,1,742.19999998212
"11623528",0.5,-0.5,1,0.5,1,1833.39999999999
"11623528",0.5,-0.5,3,0.5,1,697.699999994045
"11623528",0.5,-0.5,23,-0.5,0,NA
"11623528",0.5,-0.5,19,-0.5,0,NA
"11623528",0.5,-0.5,2,0.5,0,NA
"11623374",0.5,-0.5,22,-0.5,0,NA
"11623374",0.5,-0.5,8,0.5,1,1205.80000002385
"11623374",0.5,-0.5,6,0.5,1,1867.29999997618
"11623374",0.5,-0.5,5,0.5,1,1075.70000000001
"11623374",0.5,-0.5,2,0.5,1,1233.19999999995
"11623374",0.5,-0.5,19,-0.5,1,1896.90000000002
"11623374",0.5,-0.5,24,-0.5,0,NA
"11623374",0.5,-0.5,9,0.5,1,1332.60000002384
"11623374",0.5,-0.5,23,-0.5,0,NA
"11623374",0.5,-0.5,21,-0.5,1,1458.70000000001
"11623374",0.5,-0.5,7,0.5,1,930.899999976158
"11623374",0.5,-0.5,4,0.5,1,1337.70000002382
"11623374",0.5,-0.5,25,-0.5,1,2004.89999997616
"11623374",0.5,-0.5,20,-0.5,1,1455.00000004767
"11623374",0.5,-0.5,3,0.5,1,782.30000004766
"11623374",0.5,-0.5,1,0.5,1,1324.09999997617
"11623374",0.5,-0.5,27,-0.5,0,NA
"11623374",0.5,-0.5,26,-0.5,0,NA
"11623344",0.5,-0.5,6,0.5,1,1334
"11623344",0.5,-0.5,3,0.5,1,900
"11623344",0.5,-0.5,21,-0.5,1,3030
"11623344",0.5,-0.5,5,0.5,1,1873
"11623344",0.5,-0.5,9,0.5,1,2034
"11623344",0.5,-0.5,20,-0.5,0,NA
"11623344",0.5,-0.5,26,-0.5,1,3151
"11623344",0.5,-0.5,23,-0.5,1,2196
"11623344",0.5,-0.5,24,-0.5,1,2012
"11623344",0.5,-0.5,22,-0.5,1,2499
"11623344",0.5,-0.5,1,0.5,1,1143
"11623344",0.5,-0.5,25,-0.5,1,3034
"11623344",0.5,-0.5,4,0.5,1,2301
"11623344",0.5,-0.5,27,-0.5,1,1516
"11623344",0.5,-0.5,7,0.5,1,4459
"11623344",0.5,-0.5,8,0.5,1,1816
"11623344",0.5,-0.5,19,-0.5,1,2607.00000000001
"11623344",0.5,-0.5,2,0.5,1,2944
"11609154",0.5,-0.5,23,-0.5,1,1844.30000004768
"11609154",0.5,-0.5,8,0.5,1,1981.39999995231
"11609154",0.5,-0.5,1,0.5,1,1206.40000004768
"11609154",0.5,-0.5,22,-0.5,1,1519.80000004768
"11609154",0.5,-0.5,21,-0.5,1,1875.40000004768
"11609154",0.5,-0.5,3,0.5,1,1446.3
"11609154",0.5,-0.5,2,0.5,1,1537.50000004769
"11609154",0.5,-0.5,19,-0.5,1,2235.8
"11609154",0.5,-0.5,20,-0.5,1,1191.8
"11609154",0.5,-0.5,5,0.5,1,960.500000047687
"11609154",0.5,-0.5,7,0.5,1,906.100000000006
"11609154",0.5,-0.5,9,0.5,1,1363.39999990464
"11609154",0.5,-0.5,27,-0.5,1,1072.79999990463
"11609154",0.5,-0.5,26,-0.5,1,1766.30000009536
"11609154",0.5,-0.5,25,-0.5,1,915.899999952322
"11609154",0.5,-0.5,6,0.5,1,1183.5
"11609154",0.5,-0.5,24,-0.5,1,1161.60000000001
"11609154",0.5,-0.5,4,0.5,1,976.69999995231
"11608973",0.5,-0.5,9,0.5,1,3453.80000001192
"11608973",0.5,-0.5,26,-0.5,0,NA
"11608973",0.5,-0.5,1,0.5,1,5802.60000000001
"11608973",0.5,-0.5,2,0.5,1,2119.90000000596
"11608973",0.5,-0.5,23,-0.5,0,NA
"11608973",0.5,-0.5,8,0.5,1,1655.30000001192
"11608973",0.5,-0.5,3,0.5,1,1211.70000001192
"11608973",0.5,-0.5,7,0.5,0,NA
"11608973",0.5,-0.5,5,0.5,1,1718.60000001788
"11608973",0.5,-0.5,22,-0.5,1,2316.10000000001
"11608973",0.5,-0.5,6,0.5,1,2930.8
"11608973",0.5,-0.5,24,-0.5,1,2891.20000001192
"11608973",0.5,-0.5,21,-0.5,1,3643.69999999405
"11608973",0.5,-0.5,25,-0.5,0,NA
"11608973",0.5,-0.5,20,-0.5,1,6192.20000001192
"11608973",0.5,-0.5,27,-0.5,1,8069.40000001193
"11608973",0.5,-0.5,19,-0.5,1,3478.80000001789
"11608973",0.5,-0.5,4,0.5,1,3276.00000001787
"11608967",0.5,-0.5,27,-0.5,0,NA
"11608967",0.5,-0.5,9,0.5,1,1019.49999999963
"11608967",0.5,-0.5,19,-0.5,1,1578.70000000112
"11608967",0.5,-0.5,26,-0.5,1,2569
"11608967",0.5,-0.5,21,-0.5,1,2178.50000000112
"11608967",0.5,-0.5,1,0.5,1,2249.50000000074
"11608967",0.5,-0.5,20,-0.5,1,1776.09999999963
"11608967",0.5,-0.5,8,0.5,1,1490.59999999963
"11608967",0.5,-0.5,25,-0.5,1,1523.50000000074
"11608967",0.5,-0.5,23,-0.5,1,1343.90000000111
"11608967",0.5,-0.5,22,-0.5,1,1882.50000000037
"11608967",0.5,-0.5,6,0.5,1,923.900000000372
"11608967",0.5,-0.5,3,0.5,1,932.700000001118
"11608967",0.5,-0.5,2,0.5,1,1120.70000000074
"11608967",0.5,-0.5,7,0.5,1,907.699999999633
"11608967",0.5,-0.5,4,0.5,1,1162.80000000112
"11608967",0.5,-0.5,24,-0.5,0,NA
"11608967",0.5,-0.5,5,0.5,1,1209.89999999963
"11608927",0.5,-0.5,1,0.5,1,2186.89999997616
"11608927",0.5,-0.5,4,0.5,0,NA
"11608927",0.5,-0.5,9,0.5,1,2428.29999992847
"11608927",0.5,-0.5,2,0.5,0,NA
"11608927",0.5,-0.5,5,0.5,1,1245.89999992847
"11608927",0.5,-0.5,19,-0.5,1,3984.29999992847
"11608927",0.5,-0.5,26,-0.5,0,NA
"11608927",0.5,-0.5,20,-0.5,1,5291.09999992848
"11608927",0.5,-0.5,22,-0.5,1,1761.09999992848
"11608927",0.5,-0.5,8,0.5,1,2158.79999990463
"11608927",0.5,-0.5,27,-0.5,1,3555.49999992848
"11608927",0.5,-0.5,23,-0.5,0,NA
"11608927",0.5,-0.5,21,-0.5,0,NA
"11608927",0.5,-0.5,24,-0.5,1,2860.49999995231
"11608927",0.5,-0.5,25,-0.5,0,NA
"11608927",0.5,-0.5,6,0.5,1,2320.7
"11608927",0.5,-0.5,3,0.5,0,NA
"11608927",0.5,-0.5,7,0.5,1,2157.49999995231
"11580891",0.5,-0.5,7,0.5,1,1777.69999990463
"11580891",0.5,-0.5,23,-0.5,1,1479.30000009537
"11580891",0.5,-0.5,24,-0.5,1,1468.90000019073
"11580891",0.5,-0.5,19,-0.5,0,NA
"11580891",0.5,-0.5,8,0.5,1,2175.9
"11580891",0.5,-0.5,21,-0.5,1,2142.20000009537
"11580891",0.5,-0.5,9,0.5,0,NA
"11580891",0.5,-0.5,25,-0.5,1,1865.99999980927
"11580891",0.5,-0.5,4,0.5,1,1491.40000009537
"11580891",0.5,-0.5,6,0.5,1,1318.49999990463
"11580891",0.5,-0.5,5,0.5,1,1332.89999990464
"11580891",0.5,-0.5,20,-0.5,1,1893.70000019074
"11580891",0.5,-0.5,26,-0.5,0,NA
"11580891",0.5,-0.5,22,-0.5,1,2725.89999980926
"11580891",0.5,-0.5,27,-0.5,0,NA
"11580891",0.5,-0.5,3,0.5,1,1479.69999980927
"11580891",0.5,-0.5,1,0.5,1,2679.10000009536
"11580891",0.5,-0.5,2,0.5,1,1566.5
"11580887",0.5,-0.5,6,0.5,1,797.300000005955
"11580887",0.5,-0.5,19,-0.5,1,1980.70000000596
"11580887",0.5,-0.5,2,0.5,1,1173.80000000595
"11580887",0.5,-0.5,22,-0.5,1,1439.70000000596
"11580887",0.5,-0.5,26,-0.5,1,1167.10000000001
"11580887",0.5,-0.5,8,0.5,1,907.500000005966
"11580887",0.5,-0.5,24,-0.5,1,1749.10000000001
"11580887",0.5,-0.5,21,-0.5,1,1216.90000001788
"11580887",0.5,-0.5,5,0.5,1,1041.7
"11580887",0.5,-0.5,9,0.5,1,887.499999994034
"11580887",0.5,-0.5,27,-0.5,1,1433.3
"11580887",0.5,-0.5,7,0.5,1,764.700000017881
"11580887",0.5,-0.5,1,0.5,1,870.699999999997
"11580887",0.5,-0.5,25,-0.5,1,1113.5
"11580887",0.5,-0.5,4,0.5,1,806.800000011921
"11580887",0.5,-0.5,20,-0.5,1,866.500000005966
"11580887",0.5,-0.5,3,0.5,1,829.699999999997
"11580887",0.5,-0.5,23,-0.5,1,2270.20000001788
"11580885",0.5,-0.5,3,0.5,1,1458.10000009537
"11580885",0.5,-0.5,7,0.5,1,1239.80000009537
"11580885",0.5,-0.5,20,-0.5,1,1766
"11580885",0.5,-0.5,19,-0.5,0,NA
"11580885",0.5,-0.5,9,0.5,1,1150.9
"11580885",0.5,-0.5,27,-0.5,0,NA
"11580885",0.5,-0.5,23,-0.5,0,NA
"11580885",0.5,-0.5,22,-0.5,0,NA
"11580885",0.5,-0.5,2,0.5,1,1202.30000009537
"11580885",0.5,-0.5,26,-0.5,1,936
"11580885",0.5,-0.5,21,-0.5,0,NA
"11580885",0.5,-0.5,4,0.5,1,1706.20000019074
"11580885",0.5,-0.5,24,-0.5,1,NA
"11580885",0.5,-0.5,8,0.5,1,NA
"11580885",0.5,-0.5,1,0.5,1,215.700000286102
"11580885",0.5,-0.5,6,0.5,0,NA
"11580885",0.5,-0.5,25,-0.5,0,NA
"11580885",0.5,-0.5,5,0.5,0,NA
"11563773",0.5,-0.5,5,0.5,1,1238.19999998808
"11563773",0.5,-0.5,23,-0.5,1,1595.50000001192
"11563773",0.5,-0.5,22,-0.5,1,1196.40000000596
"11563773",0.5,-0.5,3,0.5,1,838.90000000596
"11563773",0.5,-0.5,19,-0.5,1,997.09999998808
"11563773",0.5,-0.5,2,0.5,1,1468.2
"11563773",0.5,-0.5,8,0.5,1,799.699999988079
"11563773",0.5,-0.5,20,-0.5,1,1021.19999998808
"11563773",0.5,-0.5,1,0.5,1,920.800000011921
"11563773",0.5,-0.5,21,-0.5,1,874.300000011921
"11563773",0.5,-0.5,7,0.5,1,803.799999988078
"11563773",0.5,-0.5,26,-0.5,1,1024.4
"11563773",0.5,-0.5,27,-0.5,1,788.400000000001
"11563773",0.5,-0.5,6,0.5,1,801.700000000004
"11563773",0.5,-0.5,9,0.5,1,874.399999988076
"11563773",0.5,-0.5,24,-0.5,1,1088.09999999404
"11563773",0.5,-0.5,25,-0.5,1,1190.00000000597
"11563773",0.5,-0.5,4,0.5,1,892.100000011924
"11563699",0.5,-0.5,19,-0.5,1,1852.30000019073
"11563699",0.5,-0.5,23,-0.5,0,NA
"11563699",0.5,-0.5,4,0.5,0,NA
"11563699",0.5,-0.5,22,-0.5,0,NA
"11563699",0.5,-0.5,1,0.5,0,NA
"11563699",0.5,-0.5,25,-0.5,0,NA
"11563699",0.5,-0.5,20,-0.5,1,1778.39999980926
"11563699",0.5,-0.5,3,0.5,1,826.200000190736
"11563699",0.5,-0.5,5,0.5,0,NA
"11563699",0.5,-0.5,8,0.5,1,1153.60000019074
"11563699",0.5,-0.5,27,-0.5,1,2066.90000019074
"11563699",0.5,-0.5,21,-0.5,0,NA
"11563699",0.5,-0.5,9,0.5,1,1161.70000009537
"11563699",0.5,-0.5,2,0.5,1,1472.49999980927
"11563699",0.5,-0.5,7,0.5,1,962.100000190738
"11563699",0.5,-0.5,24,-0.5,0,NA
"11563699",0.5,-0.5,6,0.5,1,1008.59999980926
"11563699",0.5,-0.5,26,-0.5,0,NA
"11563679",0.5,-0.5,9,0.5,1,3104.89999992847
"11563679",0.5,-0.5,2,0.5,1,2092.7
"11563679",0.5,-0.5,21,-0.5,1,3587.19999992847
"11563679",0.5,-0.5,1,0.5,1,3129.80000002384
"11563679",0.5,-0.5,19,-0.5,1,4887.99999997616
"11563679",0.5,-0.5,25,-0.5,1,1847.69999995232
"11563679",0.5,-0.5,26,-0.5,1,5523.99999995231
"11563679",0.5,-0.5,8,0.5,1,1198.40000002384
"11563679",0.5,-0.5,22,-0.5,1,4778.10000000001
"11563679",0.5,-0.5,23,-0.5,1,3557.89999995232
"11563679",0.5,-0.5,4,0.5,1,1262
"11563679",0.5,-0.5,3,0.5,1,5828.3
"11563679",0.5,-0.5,6,0.5,1,1393.59999992847
"11563679",0.5,-0.5,27,-0.5,1,1462.30000002384
"11563679",0.5,-0.5,5,0.5,1,804.399999928472
"11563679",0.5,-0.5,20,-0.5,1,4604.89999995232
"11563679",0.5,-0.5,7,0.5,1,950.700000023848
"11563679",0.5,-0.5,24,-0.5,1,1120.3
"11559958",0.5,-0.5,9,0.5,1,1852.89999998212
"11559958",0.5,-0.5,5,0.5,1,1792.4
"11559958",0.5,-0.5,19,-0.5,0,NA
"11559958",0.5,-0.5,27,-0.5,1,2009.49999997616
"11559958",0.5,-0.5,7,0.5,1,934.899999999994
"11559958",0.5,-0.5,23,-0.5,1,1478.99999997616
"11559958",0.5,-0.5,24,-0.5,1,2529.60000000001
"11559958",0.5,-0.5,2,0.5,1,2074.49999999403
"11559958",0.5,-0.5,6,0.5,1,1212.99999999403
"11559958",0.5,-0.5,1,0.5,1,1090.29999997615
"11559958",0.5,-0.5,22,-0.5,1,1444.49999999403
"11559958",0.5,-0.5,21,-0.5,1,4544.49999998808
"11559958",0.5,-0.5,4,0.5,0,NA
"11559958",0.5,-0.5,26,-0.5,1,1439.59999997616
"11559958",0.5,-0.5,3,0.5,1,1043.49999998212
"11559958",0.5,-0.5,25,-0.5,0,NA
"11559958",0.5,-0.5,20,-0.5,0,NA
"11559958",0.5,-0.5,8,0.5,1,1458.39999999999
"11559969",0.5,-0.5,9,0.5,0,NA
"11559969",0.5,-0.5,1,0.5,1,1081.8
"11559969",0.5,-0.5,27,-0.5,1,1531.79999999702
"11559969",0.5,-0.5,8,0.5,1,1735.29999999702
"11559969",0.5,-0.5,25,-0.5,0,NA
"11559969",0.5,-0.5,6,0.5,1,1026.69999999553
"11559969",0.5,-0.5,5,0.5,1,1080.19999999851
"11559969",0.5,-0.5,22,-0.5,1,4594.39999999702
"11559969",0.5,-0.5,21,-0.5,1,6083.59999999404
"11559969",0.5,-0.5,3,0.5,1,1122.2
"11559969",0.5,-0.5,26,-0.5,0,NA
"11559969",0.5,-0.5,2,0.5,1,2879
"11559969",0.5,-0.5,7,0.5,1,3305.7999999985
"11559969",0.5,-0.5,4,0.5,0,NA
"11559969",0.5,-0.5,19,-0.5,1,1837.59999999702
"11559969",0.5,-0.5,20,-0.5,1,1738.59999999552
"11559969",0.5,-0.5,23,-0.5,1,2032.49999999553
"11559969",0.5,-0.5,24,-0.5,1,1917.49999999403
"11936781",0.5,-0.5,19,-0.5,0,NA
"11936781",0.5,-0.5,27,-0.5,0,NA
"11936781",0.5,-0.5,4,0.5,1,3431.10000007153
"11936781",0.5,-0.5,22,-0.5,1,2432.60000000001
"11936781",0.5,-0.5,1,0.5,1,1911.20000009537
"11936781",0.5,-0.5,2,0.5,1,1974.90000007153
"11936781",0.5,-0.5,3,0.5,1,1158.40000004768
"11936781",0.5,-0.5,6,0.5,1,1378.80000004769
"11936781",0.5,-0.5,26,-0.5,1,2561.40000009537
"11936781",0.5,-0.5,7,0.5,1,1333.00000000001
"11936781",0.5,-0.5,25,-0.5,0,NA
"11936781",0.5,-0.5,5,0.5,1,1445.29999999999
"11936781",0.5,-0.5,8,0.5,1,1258.70000002385
"11936781",0.5,-0.5,23,-0.5,1,2079.50000004767
"11936781",0.5,-0.5,20,-0.5,1,1798.20000004768
"11936781",0.5,-0.5,21,-0.5,1,1771.60000007151
"11936781",0.5,-0.5,24,-0.5,1,2231.30000004769
"11936781",0.5,-0.5,9,0.5,1,2569.39999999999
"11783729",0.5,-0.5,3,0.5,1,2453.40000000002
"11783729",0.5,-0.5,27,-0.5,1,1577.59999999998
"11783729",0.5,-0.5,6,0.5,1,931.200000000012
"11783729",0.5,-0.5,25,-0.5,1,3875.20000000001
"11783729",0.5,-0.5,1,0.5,1,1982.39999999106
"11783729",0.5,-0.5,2,0.5,1,1370.69999999402
"11783729",0.5,-0.5,9,0.5,1,786.299999991083
"11783729",0.5,-0.5,4,0.5,1,1520.09999999107
"11783729",0.5,-0.5,7,0.5,1,906.299999999988
"11783729",0.5,-0.5,20,-0.5,1,3350.19999999402
"11783729",0.5,-0.5,5,0.5,1,941.399999994028
"11783729",0.5,-0.5,8,0.5,1,971.200000000012
"11783729",0.5,-0.5,26,-0.5,1,1999.09999999998
"11783729",0.5,-0.5,24,-0.5,1,2169.49999999703
"11783729",0.5,-0.5,21,-0.5,1,2003.49999998807
"11783729",0.5,-0.5,23,-0.5,1,1965.69999999105
"11783729",0.5,-0.5,22,-0.5,1,1706.09999999992
"11783729",0.5,-0.5,19,-0.5,1,1622.99999998807
"11783727",0.5,-0.5,22,-0.5,0,NA
"11783727",0.5,-0.5,5,0.5,1,1371
"11783727",0.5,-0.5,6,0.5,1,1600
"11783727",0.5,-0.5,26,-0.5,1,1511
"11783727",0.5,-0.5,2,0.5,1,1685
"11783727",0.5,-0.5,4,0.5,1,1417
"11783727",0.5,-0.5,24,-0.5,0,NA
"11783727",0.5,-0.5,8,0.5,0,NA
"11783727",0.5,-0.5,21,-0.5,0,NA
"11783727",0.5,-0.5,19,-0.5,1,1704.00000000001
"11783727",0.5,-0.5,1,0.5,1,1162
"11783727",0.5,-0.5,3,0.5,1,1030
"11783727",0.5,-0.5,20,-0.5,1,1682.00000000001
"11783727",0.5,-0.5,9,0.5,1,1220
"11783727",0.5,-0.5,23,-0.5,1,2226
"11783727",0.5,-0.5,27,-0.5,0,NA
"11783727",0.5,-0.5,7,0.5,0,NA
"11783727",0.5,-0.5,25,-0.5,0,NA
"11936804",0.5,-0.5,5,0.5,1,2176.49999990463
"11936804",0.5,-0.5,26,-0.5,0,NA
"11936804",0.5,-0.5,1,0.5,1,1259.69999995232
"11936804",0.5,-0.5,23,-0.5,1,1796.09999985695
"11936804",0.5,-0.5,4,0.5,1,1886.79999990463
"11936804",0.5,-0.5,25,-0.5,1,2385.39999985695
"11936804",0.5,-0.5,8,0.5,1,1295.70000004768
"11936804",0.5,-0.5,3,0.5,1,937.799999952316
"11936804",0.5,-0.5,24,-0.5,1,2047.60000004768
"11936804",0.5,-0.5,22,-0.5,1,1309.20000004768
"11936804",0.5,-0.5,27,-0.5,1,1641.09999995232
"11936804",0.5,-0.5,20,-0.5,1,1862.5
"11936804",0.5,-0.5,9,0.5,1,1731.49999995231
"11936804",0.5,-0.5,19,-0.5,0,NA
"11936804",0.5,-0.5,21,-0.5,1,1784.59999995232
"11936804",0.5,-0.5,6,0.5,1,1464.40000004768
"11936804",0.5,-0.5,7,0.5,1,997.399999904636
"11936804",0.5,-0.5,2,0.5,0,NA
"11563667",0.5,-0.5,13,0.5,1,1190.70000001788
"11563667",0.5,-0.5,33,-0.5,1,3872.70000002384
"11563667",0.5,-0.5,28,-0.5,0,NA
"11563667",0.5,-0.5,36,-0.5,1,2014.50000001788
"11563667",0.5,-0.5,29,-0.5,1,1664.60000002384
"11563667",0.5,-0.5,10,0.5,1,1598.90000000596
"11563667",0.5,-0.5,16,0.5,1,1009.2
"11563667",0.5,-0.5,15,0.5,1,977.399999999994
"11563667",0.5,-0.5,14,0.5,1,939.399999999994
"11563667",0.5,-0.5,31,-0.5,1,2070.40000000596
"11563667",0.5,-0.5,18,0.5,1,1472.80000001192
"11563667",0.5,-0.5,12,0.5,1,909.400000023845
"11563667",0.5,-0.5,32,-0.5,1,2794.00000001192
"11563667",0.5,-0.5,35,-0.5,1,1699.00000001788
"11563667",0.5,-0.5,30,-0.5,1,2387.10000002384
"11563667",0.5,-0.5,11,0.5,1,1216.40000000001
"11563667",0.5,-0.5,34,-0.5,1,1527.10000001788
"11563667",0.5,-0.5,17,0.5,1,1258.00000001192
"11580780",0.5,-0.5,14,0.5,1,1870.80000004768
"11580780",0.5,-0.5,11,0.5,1,1037.80000009537
"11580780",0.5,-0.5,34,-0.5,1,1595.60000007153
"11580780",0.5,-0.5,35,-0.5,0,NA
"11580780",0.5,-0.5,17,0.5,1,1700.30000002384
"11580780",0.5,-0.5,28,-0.5,0,NA
"11580780",0.5,-0.5,18,0.5,1,1248.00000007152
"11580780",0.5,-0.5,10,0.5,1,1586.30000002384
"11580780",0.5,-0.5,13,0.5,1,1299.99999999999
"11580780",0.5,-0.5,33,-0.5,1,2282.00000004769
"11580780",0.5,-0.5,12,0.5,1,1431.50000004769
"11580780",0.5,-0.5,16,0.5,1,1279.60000000001
"11580780",0.5,-0.5,32,-0.5,1,1911.8
"11580780",0.5,-0.5,29,-0.5,1,1486.8
"11580780",0.5,-0.5,31,-0.5,0,NA
